"Identifikator";"Firma";"Zusatz";"PLZ";"Ort";"Status";"Bemerkung"
"102390 12345";"Einwohnergemeinde Blumenstein";"";"3638";"Blumenstein";"AKTIV";""
"102400 12345";"St. Gallisch-Appenzellische Kraftwerke AG";"";"9000";"St. Gallen";"PASSIV";"Ehemals: Elektrizitätswerk Bürglen AG, 8575 Bürglen TG (Übernahme 2016)"
"102410 12345";"BKW";"EVU-Dienstleistungen";"4901";"Langenthal";"AKTIV";""
"102420 12345";"Eniwa AG";"";"5033";"Buchs AG";"AKTIV";""
"102430 12345";"Lucendro SA";"c/o Azienda Elettrica Ticinese";"6513";"Monte Carasso";"AKTIV";"Ehemals: Alpiq Hydro Ticino SA, 7680 Airolo (Übernahme 2015)"
"102440 12345";"Société Electrique des Forces de l'Aubonne SA (SEFA)";"";"1170";"Aubonne";"AKTIV";""
"102450 12345";"EBL (Genossenschaft Elektra Baselland)";"";"4410";"Liestal";"PASSIV";"Ehemals: Efforte AG, 4051 Basel (Übernahme 2018)"
"102460 12345";"EWS Elektrizitätswerk Staufen";"";"5603";"Staufen";"AKTIV";""
"102470 12345";"Technische Betriebe Oberentfelden";"";"5036";"Oberentfelden";"AKTIV";""
"102480 12345";"Werkbetriebe Matzingen";"";"9548";"Matzingen";"AKTIV";""
"102490 12345";"Société Electrique de la Vallée de Joux SA";"";"1341";"L'Orient";"AKTIV";""
"102500 12345";"Energie Oberhofen AG";"";"3653";"Oberhofen am Thunersee";"AKTIV";""
"102510 12345";"Cooperativa Elettrica di Faido";"";"6760";"Faido";"AKTIV";""
"102520 12345";"RELL AG";"";"3952";"Susten";"PASSIV";"Ehemals: Elektrizitätsversorgung Leukerbad, 3954 Leukerbad (Übernahme 2010)"
"102530 12345";"Thurwerke AG";"";"9630";"Wattwil";"PASSIV";"Ehemals: Beleuchtungskorporation Schmidberg, 9631 Ulisbach (Übernahme 2015)"
"102540 12345";"Genossenschaft Licht- und Kraftwerke Glattfelden";"";"8192";"Glattfelden";"AKTIV";""
"102550 12345";"Services Techniques Tramelan";"";"2720";"Tramelan";"AKTIV";""
"102560 12345";"AG Elektrizitätswerk Maienfeld";"Stadtverwaltung";"7304";"Maienfeld";"AKTIV";""
"102570 12345";"Rhätische Bahn AG";"Rollmaterial Erneuerung";"7302";"Landquart";"AKTIV";""
"102580 12345";"Technische Betriebe Glarus Nord";"";"8752";"Näfels";"PASSIV";"Elektrizitätswerk Oberurnen, 8868 Oberurnen (bis 2010)"
"102590 12345";"Elektrizitätswerk Jenins";"";"7307";"Jenins";"AKTIV";""
"102600 12345";"EWJR Elektrizitätswerk Jona-Rapperswil AG";"";"8645";"Rapperswil-Jona";"AKTIV";""
"102610 12345";"Repower";"";"7742";"Poschiavo";"PASSIV";"Ehemals: Energiekorporation St. Antönien, 7264 St. Antönien (Übernahme 2009) - Region Prättigau/Rheintal"
"102620 12345";"Werkbetriebe Wynau";"";"4923";"Wynau";"AKTIV";""
"102630 12345";"Elektra Seeberg-Grasswil-Riedtwil";"";"3365";"Grasswil";"AKTIV";""
"102640 12345";"Energie Opfikon AG";"";"8152";"Opfikon";"AKTIV";""
"102650 12345";"Swisspower AG";"";"3011";"Bern";"AKTIV";""
"102660 12345";"Repower";"";"7742";"Poschiavo";"PASSIV";"Frühere Identifikator für das Netzgebiet Oberengadin"
"102670 12345";"Elektrizitätswerk Samnaun";"Gemeindehaus";"7562";"Samnaun-Compatsch";"PASSIV";"Ehemals: Repower AG Netz Martina Samnaun, 7742 Poschiavo (MS-Leitung Martina – Samnaun, verkauft 2006)"
"102680 12345";"Genossenschaft Elektra Salmsach";"c/o Genossenschaft EW Romanshorn";"8590";"Romanshorn";"AKTIV";""
"102690 12345";"Technische Betriebe Weinfelden AG";"";"8570";"Weinfelden";"AKTIV";""
"102700 12345";"AEK Energie AG";"";"4502";"Solothurn";"AKTIV";""
"102710 12345";"Elektra Genossenschaft Sommeri";"c/o Herr Gioni Venzin";"8580";"Sommeri";"AKTIV";""
"102720 12345";"Elektrizitäts- und Wasserwerk Windisch";"";"5210";"Windisch";"AKTIV";""
"102730 12345";"Elektra Leibstadt";"";"5325";"Leibstadt";"AKTIV";""
"102740 12345";"Entsorgung Region Zofingen - erzo";"";"4665";"Oftringen";"AKTIV";""
"102750 12345";"Genossenschaft EW Münchwilen (EWM)";"";"9542";"Münchwilen";"AKTIV";""
"102760 12345";"Elektrizitätswerk Quarten";"";"8882";"Unterterzen";"AKTIV";""
"102770 12345";"Gemeindeverband für Kehrichtbeseitigung Region Aarau-Lenzburg (GEKAL)";"";"5033";"Buchs AG";"AKTIV";""
"102780 12345";"Technische Betriebe Glarus Nord";"";"8752";"Näfels";"PASSIV";"Ehemals: EW Näfels, 8752 Näfels (bis 2010)"
"102790 12345";"tbgs - Technische Betriebe Glarus Süd";"";"8762";"Schwanden";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Linthal, 8783 Linthal  (bis 2010)"
"102800 12345";"Elektrizitätswerk Mulin der Gemeinde Trin";"";"7016";"Trin Mulin";"AKTIV";""
"102810 12345";"EWA Energie Wasser Aarberg AG";"";"3270";"Aarberg";"AKTIV";""
"102820 12345";"ELEKTRA Bözen";"";"5076";"Bözen";"AKTIV";""
"102830 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektra Koblenz, 5322 Koblenz (Übernahme 2009)"
"102840 12345";"Elektrizitätsversorgung Ligerz";"";"2514";"Ligerz";"AKTIV";""
"102850 12345";"EGO Elektrizitätsgenossenschaft Otelfingen";"";"8112";"Otelfingen";"AKTIV";""
"102860 12345";"EW Lindau AG";"";"8312";"Winterberg";"AKTIV";""
"102870 12345";"Stadt Nidau";"Abteilung Infrastruktur";"2560";"Nidau";"AKTIV";""
"102880 12345";"VfA-Verein für Abfallentsorgung";"";"9470";"Buchs SG";"AKTIV";""
"102890 12345";"Genossenschaft Energie Fischingen";"";"8374";"Dussnang";"AKTIV";""
"102900 12345";"Industrielle Betriebe Interlaken AG";"";"3800";"Interlaken";"AKTIV";""
"102910 12345";"Elektrizitätsversorgung Brügg";"";"2555";"Brügg BE";"AKTIV";""
"102920 12345";"Elektrizitätswerke des Kantons Zürich - EKZ";"";"8002";"Zürich";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Oetwil am See, 8618 Oetwil am See (Übernahme 2013)"
"102930 12345";"Elektrizitätswerk Vals";"";"7132";"Vals";"AKTIV";""
"102940 12345";"Kraftwerk Bäch AG";"c/o EW Höfe AG";"8807";"Freienbach";"AKTIV";""
"102950 12345";"Energie Grüningen AG";"";"8627";"Grüningen";"AKTIV";""
"102960 12345";"Werke am Zürichsee AG";"";"8700";"Küsnacht";"PASSIV";"Ehemals: Energie und Wasser Erlenbach AG, 8703 Erlenbach ZH (2009: Teilzusammenschluss der Gemeindewerke Küsnacht und Zollikon sowie der EWE AG, Erlenbach)"
"102970 12345";"Gemeindewerke Horgen";"";"8810";"Horgen";"AKTIV";""
"102980 12345";"Emmenhof Energie AG";"";"4552";"Derendingen";"AKTIV";"Ehemals Emmenhof Immobilien AG, 4552 Derendingen"
"102990 12345";"Elektrizitätswerk Andelfingen";"c/o Gemeindeverwaltung Andelfingen";"8450";"Andelfingen";"AKTIV";""
"103000 12345";"SWG";"";"2540";"Grenchen";"AKTIV";""
"103010 12345";"EWK Herzogenbuchsee AG";"";"3360";"Herzogenbuchsee";"AKTIV";""
"103020 12345";"Gemeindewerk Beckenried";"";"6375";"Beckenried";"AKTIV";""
"103030 12345";"tba energie ag";"";"4663";"Aarburg";"AKTIV";""
"103040 12345";"Elektrizitäts-Genossenschaft Siggenthal";"";"5415";"Nussbaumen";"AKTIV";""
"103050 12345";"Elektra Gaiserwald";"";"9030";"Abtwil";"AKTIV";""
"103060 12345";"Elektrizitätswerk Schmerikon AG";"";"8716";"Schmerikon";"AKTIV";""
"103070 12345";"Kraftwerk Feusisberg AG";"c/o EW Höfe AG";"8807";"Freienbach";"AKTIV";""
"103080 12345";"Genossenschaft Elektrizitäts- und Wasserwerk Dozwil";"";"8582";"Dozwil";"AKTIV";""
"103090 12345";"BKW Energie AG";"";"3013";"Bern";"PASSIV";"Ehemals: Elektrizitätswerk Grindelwald AG, 3818 Grindelwald (Übernahme per 1.1.2016)"
"103100 12345";"Kraftwerk Schaffhausen AG";"";"8200";"Schaffhausen";"AKTIV";""
"103110 12345";"EGH Elektro - Genossenschaft Hünenberg";"";"6331";"Hünenberg";"AKTIV";""
"103120 12345";"Kraftwerk Augst AG";"";"4302";"Augst";"AKTIV";""
"103130 12345";"FMV SA";"";"1950";"Sion";"AKTIV";""
"103140 12345";"Elektrizitätsversorgung Tübach";"";"9327";"Tübach";"AKTIV";""
"103150 12345";"Verband Schweizerischer Elektrizitätsunternehmen VSE";"";"5000";"Aarau";"PASSIV";"Die Id wurde nicht vergeben"
"103160 12345";"Kraftwerk Ferrera AG";"c/o Repower AG";"7742";"Poschiavo";"PASSIV";""
"103170 12345";"SEDRE SA";"";"1934";"Le Châble VS";"PASSIV";"Ehemals: Service électricité de la commune de Bovernier, 1932 Bovernier (bis 31.12.2016)"
"103180 12345";"Innobas AG";"";"8890";"Flums";"AKTIV";""
"103190 12345";"Elektrizitätswerk Urnäsch AG";"";"9107";"Urnäsch";"AKTIV";""
"103200 12345";"IBC Energie Wasser Chur";"";"7000";"Chur";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Haldenstein, 7023 Haldenstein (1.1.2013 verkauft IBC Chur)"
"103210 12345";"Elektrizitätsversorgung Oberdiessbach";"Einwohnergemeinde";"3672";"Oberdiessbach";"AKTIV";""
"103220 12345";"Elektra Ins";"Urs Hunziker + Cie";"3232";"Ins";"AKTIV";""
"103230 12345";"Société des Forces Motrices du Châtelot SA (SFMC)";"c/o Groupe E SA";"1763";"Granges-Paccot";"AKTIV";""
"103240 12345";"Forces Motrices de Conches S.A.";"Administration";"1700";"Fribourg";"AKTIV";""
"103250 12345";"Elektrizitätswerk der Gemeinde Lengwil";"";"8574";"Lengwil";"AKTIV";""
"103260 12345";"Genossenschaft EW Romanshorn";"";"8590";"Romanshorn";"PASSIV";"Ehemals: Elektra-Genossenschaft Uttwil, 8592 Uttwil"
"103270 12345";"Technische Betriebe Birmenstorf";"";"5413";"Birmenstorf AG";"AKTIV";""
"103280 12345";"RELL AG";"";"3952";"Susten";"AKTIV";""
"103290 12345";"Bas-Valais Energie SA";"c/o Romande Energie SA";"1110";"Morges";"PASSIV";"Ehemals: Sociéte Hydro-Electrique de Val-d'Illiez p.a. Société de Distribution Electrique de Champéry SA, 1873 Val-d'Illiez (Übernahme Romande Energie in 2008)"
"103300 12345";"Services industriels de Delémont";"";"2800";"Delémont";"AKTIV";""
"103310 12345";"Commune de Boudevilliers";"Service électrique de Boudevilliers";"2043";"Boudevilliers";"AKTIV";""
"103320 12345";"Elektra-Genossenschaft Rottenschwil-Werd";"";"8919";"Rottenschwil";"AKTIV";""
"103330 12345";"Elektrizitätsversorgung Eggenwil";"";"5445";"Eggenwil";"AKTIV";""
"103340 12345";"Elektrizität Wasser Neuenhof ewn";"p.Adr. Regionalwerke AG Baden";"5401";"Baden";"AKTIV";""
"103350 12345";"Thurplus";"";"8500";"Frauenfeld";"AKTIV";"Ehemals: Werkbetriebe Frauenfeld, 8503 Frauenfeld (Namensänderung 2020)"
"103360 12345";"St. Gallisch-Appenzellische Kraftwerke AG";"";"9000";"St. Gallen";"PASSIV";"Ehemals: Dorfkorporation Bichwil, 9248 Bichwil (Übernahme 1.7.2011)"
"103370 12345";"Elektra Oberegg";"";"9413";"Oberegg";"AKTIV";""
"103380 12345";"Administration Communale Bourg-Saint-Pierre";"";"1946";"Bourg-St-Pierre";"AKTIV";""
"103390 12345";"Gemeindebetriebe Brienz";"";"3855";"Brienz BE";"AKTIV";""
"103400 12345";"Elektrizitätsversorgung Innerthal (EVI)";"Gemeindekanzlei";"8858";"Innerthal";"AKTIV";""
"103410 12345";"Aarewerke AG";"Kraftwerk Klingnau";"5313";"Klingnau";"AKTIV";""
"103420 12345";"Elektrizitätswerk Vilters-Wangs";"";"7323";"Wangs";"AKTIV";""
"103430 12345";"Groupe E SA";"";"1763";"Granges-Paccot";"PASSIV";"Ehemals: Béroche Energie SA, 2024 St-Aubin-Sauges (Übernahme 2008)"
"103440 12345";"Technische Betriebe Goldach";"";"9403";"Goldach";"AKTIV";""
"103450 12345";"Elektrizitätsversorgung Oberbüren";"";"9245";"Oberbüren";"AKTIV";""
"103460 12345";"Elektra Sins";"";"5643";"Sins";"AKTIV";""
"103470 12345";"EW Sirnach AG";"";"8370";"Sirnach";"AKTIV";""
"103480 12345";"Elektra-Genossenschaft Baldingen";"";"5333";"Baldingen";"AKTIV";""
"103490 12345";"Services Industriels de La Neuveville";"";"2520";"La Neuveville";"AKTIV";""
"103500 12345";"Elektrizitätsversorgung der Gemeinde Sils";"";"7411";"Sils im Domleschg";"PASSIV";""
"103510 12345";"Elektrizitätsversorgung Teufenthal";"";"5723";"Teufenthal AG";"AKTIV";""
"103520 12345";"BKW Energie AG";"";"3013";"Bern";"PASSIV";"Ehemals: Elektrizitäts- und Wasserverwaltung Zäziwil, 3532 Zäziwil (Übernahme 2008)"
"103530 12345";"EE-ENERGIA ENGIADINA";"";"7550";"Scuol";"PASSIV";"Ehemals: Gemeinde Tarasp Centrala Ischia, 7553 Tarasp (bis 2012)"
"103540 12345";"EE-ENERGIA ENGIADINA";"";"7550";"Scuol";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Guarda, 7545 Guarda (bis 2013)"
"103550 12345";"InfraWerkeMünsingen";"";"3110";"Münsingen";"AKTIV";""
"103560 12345";"Elektrizitätsversorgung Altnau";"";"8595";"Altnau";"AKTIV";""
"103570 12345";"Elektrizitätswerk Wangen";"";"8855";"Wangen SZ";"AKTIV";""
"103580 12345";"Elektrizitätsversorgung Spreitenbach";"";"8957";"Spreitenbach";"AKTIV";""
"103590 12345";"Elektrizitätswerk der Gemeinde Surses";"";"7453";"Tinizong";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Sur, 7456 Sur (bis 31.12.2016)"
"103600 12345";"Elektrizitätswerk der Gemeinde Surses";"";"7453";"Tinizong";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Marmorera, 7456 Sur (bis 31.12.2016)"
"103610 12345";"Elektrizitätswerk der Gemeinde Surses";"";"7453";"Tinizong";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Mulegns, 7455 Mulegns (bis 31.12.2016)"
"103620 12345";"Elektrizitätsversorgung Ueken";"";"5028";"Ueken";"AKTIV";""
"103630 12345";"Elektrizitäts-Versorgung Killwangen";"";"8956";"Killwangen";"AKTIV";""
"103640 12345";"Elektrizitätswerk der Gemeinde Güttingen";"";"8594";"Güttingen";"PASSIV";"Ehemals: Elektra-Korporation Güttingerhöfe, 8594 Güttingen (Übernahme 2015)"
"103650 12345";"Dorfkorporation Oberschan";"";"9479";"Oberschan";"AKTIV";""
"103660 12345";"SATOM SA";"";"1870";"Monthey";"AKTIV";""
"103670 12345";"Politische Gemeinde Wilen";"Elektrizitätsversorgung";"9535";"Wilen b. Wil";"AKTIV";""
"103680 12345";"Technische Gemeindebetriebe Wängi";"";"9545";"Wängi";"PASSIV";"Ehemals: Elektra-Korporation Jakobstal, 9545 Wängi (bis 2013)"
"103690 12345";"Elektrizitätswerk Unterbäch";"";"3944";"Unterbäch VS";"AKTIV";""
"103700 12345";"Robert Fuchs AG";"Elektrotechnische Artikel";"8834";"Schindellegi";"AKTIV";""
"103710 12345";"Genossenschaft Werk Bichelsee-Balterswil";"";"8362";"Balterswil";"PASSIV";"Ehemals: Elektrizitäts-Korporation Steig, 8363 Bichelsee"
"103720 12345";"Elektrizitätswerke des Kantons Zürich - EKZ";"";"8002";"Zürich";"PASSIV";"Ehemals: Elektrizitätswerk Truttikon, 8467 Truttikon  (Übernahme 2009)"
"103730 12345";"Limeco";"";"8953";"Dietikon";"AKTIV";""
"103740 12345";"Elektrizitätswerk Rheinwald";"";"7435";"Splügen";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Nufenen, 7437 Nufenen (Fusion von EW Hinterrhein, EW Splügen und EW Nufenen  per 1.1.2019)"
"103750 12345";"Youtility AG";"";"3014";"Bern";"AKTIV";""
"103760 12345";"Elektra Niederbüren";"";"9246";"Niederbüren";"AKTIV";""
"103770 12345";"EnAlpin AG";"";"3930";"Visp";"PASSIV";"Ehemals: Aletsch AG c/o EnAlpin AG, 3930 Visp"
"103780 12345";"EnAlpin AG";"";"3930";"Visp";"AKTIV";""
"103790 12345";"Licht- und Wasserwerk AG";"";"3718";"Kandersteg";"AKTIV";""
"103800 12345";"BKW Energie AG";"";"3013";"Bern";"PASSIV";"Ehemals: Fritz Stettler AG"
"103810 12345";"Dorfkorporation Schwarzenbach";"";"9536";"Schwarzenbach SG";"AKTIV";""
"103820 12345";"Werke am Zürichsee AG";"";"8700";"Küsnacht";"PASSIV";"Ehemals: Gemeindewerke Küsnacht, 8700 Küsnacht ZH (2009: Teilzusammenschluss der Gemeindewerke Küsnacht und Zollikon sowie der EWE AG, Erlenbach)"
"103830 12345";"Energie Thun AG";"";"3607";"Thun";"AKTIV";""
"103840 12345";"rwt Regionalwerk Toggenburg AG";"";"9602";"Bazenheid";"PASSIV";"Ehemals: Elektra Lütisburg, 9604 Lütisburg (Übernahme per 1.1.2012)"
"103850 12345";"Elektrizitätswerk der Gemeinde Surses";"";"7453";"Tinizong";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Savognin, 7460 Savognin (bis 31.12.2016)"
"103860 12345";"EVS Energieversorgung Schänis AG";"";"8718";"Schänis";"AKTIV";""
"103870 12345";"Thurwerke AG";"";"9630";"Wattwil";"AKTIV";""
"103880 12345";"Service électricité de la commune de Trient";"";"1929";"Trient";"AKTIV";""
"103890 12345";"Elektrizitätswerk Wangen";"";"8855";"Wangen SZ";"PASSIV";"Ehemals: EW Wirth AG, 8854 Siebnen (Übernahme 2016)"
"103900 12345";"Elektrizitätsgenossenschaft Gehrau-Häusern";"z.Hd.G.Fallo";"8556";"Wigoltingen";"AKTIV";""
"103910 12345";"Sinergy Infrastructure SA";"";"1920";"Martigny";"PASSIV";"Ehemals: Société d' Electricité de Martigny-Bourg SA, 1920 Martigny (Übernahme 2010)"
"103920 12345";"KVA Turgi";"";"5300";"Turgi";"AKTIV";""
"103930 12345";"Licht-und Kraftgenossenschaft Richigen";"";"3078";"Richigen";"AKTIV";""
"103940 12345";"Technische Gemeindebetriebe Wängi";"";"9545";"Wängi";"AKTIV";""
"103950 12345";"Elektrizitätsversorgung Oberriet (SG)";"";"9463";"Oberriet SG";"AKTIV";""
"103960 12345";"Elektra Rudolfstetten-Friedlisberg AG";"";"8964";"Rudolfstetten";"AKTIV";""
"103970 12345";"EnerCom Kirchberg AG";"";"3422";"Kirchberg";"AKTIV";""
"103980 12345";"SAE Immobilien AG";"";"6314";"Unterägeri";"AKTIV";""
"103990 12345";"Einwohnergemeinde Gemeindebetriebe";"";"2553";"Safnern";"AKTIV";""
"104000 12345";"Eli10 S.A.";"";"2022";"Bevaix";"PASSIV";"Ehemals: Commune de Bôle, 2014 Bôle (Übernahme per 2015)"
"104010 12345";"StWZ Energie AG";"";"4800";"Zofingen";"PASSIV";"Ehemals: Elektrizitätsversorgung Strengelbach, 4802 Strengelbach (Übernahme 2015)"
"104020 12345";"EWZ Elektrizitätswerk Zermatt AG";"";"3920";"Zermatt";"AKTIV";""
"104030 12345";"Aziende Industriali Mendrisio - AIM";"";"6850";"Mendrisio";"AKTIV";""
"104040 12345";"Elektrokorporation Lutenwil";"";"9650";"Nesslau";"AKTIV";""
"104050 12345";"Elektrizitätswerke des Kantons Zürich - EKZ";"";"8002";"Zürich";"PASSIV";"Ehemals: Elektrizitätswerk Wiesendangen, 8542 Wiesendangen (Übernahme 2009)"
"104060 12345";"Gemeinde Albula/Alvra";"Elektrizitätsversorgung";"7450";"Tiefencastel";"PASSIV";"Ehemals: Elektroversorgung der Gemeinde Brienz/Brinzauls, 7084 Brienz/Brinzauls (bis 2015)"
"104070 12345";"Elggis Kraft AG";"c/o Kalkfabrik Netstal AG";"8754";"Netstal";"AKTIV";""
"104080 12345";"Service électricité de la commune de Develier";"Service électrique Develier";"2802";"Develier";"AKTIV";""
"104090 12345";"Elektrizitätsgenossenschaft Schüpbach";"";"3535";"Schüpbach";"AKTIV";""
"104100 12345";"Einwohnergemeinde Twann";"Gemeindeverwaltung Twann";"2513";"Twann";"AKTIV";""
"104110 12345";"Consorzio Energia Elettrica Calanca";"c/o Cassiere F. Daldini";"6545";"Selma";"AKTIV";""
"104120 12345";"Elektrizitätsverwaltung Kallnach";"";"3283";"Kallnach";"AKTIV";""
"104130 12345";"Elektra Buchen-Teuffenthal";"";"3623";"Teuffenthal b. Thun";"AKTIV";""
"104140 12345";"EE-ENERGIA ENGIADINA";"";"7550";"Scuol";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Lavin, 7543 Lavin (bis 2013)"
"104150 12345";"EE-ENERGIA ENGIADINA";"";"7550";"Scuol";"PASSIV";"Ehemals: Elektrizitätswerk der Gemeinde Tschlin, 7559 Tschlin (bis 2012)"
"104160 12345";"Elektra Gams";"";"9473";"Gams";"AKTIV";""
"104170 12345";"Eli10 S.A.";"";"2022";"Bevaix";"PASSIV";"Ehemals: Commune de Cornaux, 2087 Cornaux NE (Übernahme per 2016)"
"104180 12345";"Technische Betriebe Wil";"";"9500";"Wil";"AKTIV";""
"104190 12345";"THURPOWER AG";"";"9500";"Wil SG";"AKTIV";""
"104200 12345";"Politische Gemeinde Affeltrangen Technische Werke Elektrizität";"";"9556";"Affeltrangen";"AKTIV";""
"104210 12345";"Société des Forces Motrices Grand St. Bernard SA";"p.a. Romande Energie Service FIC";"1110";"Morges";"AKTIV";""
"104220 12345";"Verband Schweizerischer Elektrizitätsunternehmen VSE";"";"5000";"Aarau";"PASSIV";"Die Id wurde nicht vergeben"
"104230 12345";"Bas-Valais Energie SA";"c/o Romande Energie SA";"1110";"Morges";"PASSIV";"Ehemals: Zusammenschluss der Société électrique de Champéry - Val-d’Illiez und der Société électrique du Bas-Valais per 1.1.2012"
"104240 12345";"Gemeindewerke Arth";"";"6415";"Arth";"AKTIV";""
"104250 12345";"Elektrizitätswerk der politischen Gemeinde Langrickenbach";"";"8585";"Langrickenbach";"AKTIV";""
"104260 12345";"Rheinkraftwerk Neuhausen AG";"c/o Kraftwerk Reckingen AG";"5332";"Rekingen AG";"AKTIV";""
"104270 12345";"Elektrizitätsgenossenschaft Zwischenflüh und Umgebung";"Herr Gottfried Stucki";"3756";"Zwischenflüh";"AKTIV";""
"104280 12345";"Elektra-Genossenschaft Homburg";"";"8508";"Homburg";"PASSIV";"Ehemals: Elektrizitäts-Genossenschaft Salen-Reutenen, 8507 Hörhausen (bis 31.12.2008)"
"104290 12345";"Elektra Neukirch Egnach";"";"9315";"Neukirch (Egnach)";"PASSIV";"Ehemals: Elektra Winden, 9315 Winden (Übernahme 2014)"
"104300 12345";"Elektra-Korporation Schachen";"";"9411";"Schachen b. Reute";"AKTIV";""
"104310 12345";"Groupe E SA";"";"1763";"Granges-Paccot";"PASSIV";"Ehemals: Commune de Cressier, Service de l‘électricitéIn, 2088 Cressier NE (Übernahme 2009)"
"104320 12345";"Elektra Thal";"";"4713";"Matzendorf";"AKTIV";""
"104330 12345";"Elektrizitätsversorgung Altendorf AG";"";"8852";"Altendorf";"AKTIV";""
"104340 12345";"Elektra-Genossenschaft Siglistorf-Wislikofen-Mellstorf";"c/o Gemeindeverwaltung";"5462";"Siglistorf";"PASSIV";"Ehemals: Elektra-Genossenschaft Siglistorf, 5462 Siglistorf (Fusion 2011)"
"104350 12345";"Elektra Neuendorf";"";"4623";"Neuendorf";"AKTIV";""
"104360 12345";"Elektrizitätswerk der Gemeinde Mammern";"";"8265";"Mammern";"AKTIV";""
"104370 12345";"Dorfkorporation Weite";"";"9476";"Weite";"AKTIV";""
"104380 12345";"Elektrizitätswerk der Gemeinde Schmitten";"";"7493";"Schmitten (Albula)";"AKTIV";""
"104390 12345";"Elektrizitätswerk Mellingen";"";"5507";"Mellingen";"AKTIV";""
"104400 12345";"Elektrizitätswerk Obergoms AG";"";"3985";"Münster VS";"AKTIV";""
"104410 12345";"Ovra electrica Medel";"";"7184";"Curaglia";"AKTIV";""
"104420 12345";"Media Mesolcina Energia";"";"6562";"Soazza";"PASSIV";"Ehemals: Azienda Elettrica Comunale Soazza, 6562 Soazza (Fusion der ""Azienda Elettrica Comunale Soazza"", der ""Azienda Elettrica Lostallo"" und der ""Azienda Elettrica Leggia"" per 1.1.2020)"
"104430 12345";"Forces Motrices de l’Aboyeu SA";"(FOMAB SA)";"1921";"Martigny-Croix";"AKTIV";""
"104440 12345";"Elektrizitätsgenossenschaft Saas Balen";"z.H. Armin Burgener";"3930";"Visp";"AKTIV";""
"104450 12345";"Elektra Untereggen";"c/o IBG B. Graf AG";"9033";"Untereggen";"AKTIV";""
"104460 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektra Oeschgen, 5072 Oeschgen (Übernahme 2009)"
"104470 12345";"St. Gallisch-Appenzellische Kraftwerke AG";"";"9000";"St. Gallen";"PASSIV";"Ehemals: Elektrizitätsversorgung Weesen, 8872 Weesen (Übernahme 2009)"
"104480 12345";"Elektrizitätswerke des Kantons Zürich - EKZ";"";"8002";"Zürich";"PASSIV";"Ehemals: Elektrizitätsversorgung der Gemeinde Rheinau (Übernahme 2014)"
"104490 12345";"Technische Werke der Gemeinde Thundorf";"";"8512";"Thundorf";"AKTIV";""
"104500 12345";"Elektrizitätsversorgung Wartau";"";"9478";"Azmoos";"AKTIV";""
"104510 12345";"Elektra Genossenschaft Schneisingen";"";"5425";"Schneisingen";"AKTIV";""
"104520 12345";"Energieversorgungsstelle der Gemeinde Thusis";"";"7430";"Thusis";"AKTIV";""
"104530 12345";"Elektrizitätswerk Tschiertschen-Praden";"";"7063";"Praden";"AKTIV";"(Fusion 2009 mit Gemeinde Praden zu Gemeinde Tschiertschen-Praden)"
"104540 12345";"St. Gallisch-Appenzellische Kraftwerke AG";"";"9000";"St. Gallen";"PASSIV";"Ehemals: Dorfkorporation Dicken, 9115 Dicken (Übernahme durch SAK per 1.1.2021)"
"104550 12345";"Technische Werke der Gemeinde Birwinken";"";"8585";"Mattwil";"AKTIV";""
"104560 12345";"Sinergy Infrastructure SA";"";"1920";"Martigny";"AKTIV";""
"104570 12345";"Elektrizitätswerk Ursern";"";"6490";"Andermatt";"AKTIV";""
"104580 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektrizitätsgenossenschaft Unterendingen, 5305 Unterendingen (Übernahme 2018)"
"104590 12345";"Elektragenossenschaft Geltwil";"";"5637";"Geltwil";"AKTIV";""
"104600 12345";"Arosa Energie";"";"7050";"Arosa";"AKTIV";"1.1.2013 Gemeinfusion der Gemeinden Arosa,  Calfreisen,  Castiel,  Langwies,  Lüen,  Molinis,  Peist  und  St.  Peter-Pagig zur Gemeinde Arosa"
"104610 12345";"Elektrizitätswerk Samnaun";"Gemeindehaus";"7562";"Samnaun-Compatsch";"AKTIV";""
"104620 12345";"AEW Energie AG";"";"5000";"Aarau";"PASSIV";"Ehemals: Elektra-Genossenschaft Gansingen, 5272 Gansingen (Übernahme 2013)"
"104630 12345";"Elektra Politische Gemeinde Pfyn";"";"8505";"Pfyn";"AKTIV";""
"104640 12345";"Elektra Neukirch Egnach";"";"9315";"Neukirch (Egnach)";"PASSIV";"Ehemals: Elektra-Korporation Hegi, 9315 Winden (Übernahme 2011)"
